Score,Summary,Text
5,Nice variety,Other reviews I read warned of having too many of one type in the box.  Not true in my case - the box had a very nice variety of teas.  there were a couple that had duplicates but that was kind of wahtI was expecting.  I am very satisfied with this transaction.
5,"Addictive, but buy at Costco for half the price.","One can buy this same 2 lb bag at Costco for 10.00!<br />Usually Amazon has the best deals, but not for this item. If you are buying for the<br />health benefits of Gogi berry, it's really a great dark chocolate, with kind of a<br />gummy bear textured fruit mix."
5,Very Good Cashews,I ordered these awhile ago like under a year ago but allmost a year ago. and when they came to me by ups i was suppose to get 12 of them in the box it came in i only got 7. And i called amazon on this and they were very nice to me and gave me a refund. And i got to keep all 7 bags of the cashews and they were very good. I'd prolly get them again but this time i hope id get 12 this time lol.
5,Excellent applesauce!,"What's not to love? It's organic, no sugar added, and it's in convenient 4-ounce serving cups. You just chill in the fridge, peel off the foil lid and enjoy!"
2,Not too thrilled,"I expected to recieve a box of Greenies, which is why I ordered this.  I thought that it would be a nice and neat way to store them.  Instead what I recieved was a bubble bag full of individually wrapped greenies.  Not neat and easily stored at all.  The picture of this item shows a box, but I did not recieve a box of greenies.  I wish I would have just ordered the bag of greenies, with the ziploc top, at least that is easily stored.  My dog also has a sensitive stomach and food allergies, even though greenies don't have corn in them he still pukes them up and doesn't seem interested in them when I try to give him one.  My larger dog has the bigger size and he likes them just fine, so I guess it just depends on your dog.  My main complain about this purchase was that I didn't recieve the box of greenies that is described.  Maybe they ran out and just threw 45 individually wrapped greenies in a bubble mailer, either way, that was disappointing."
5,Very refreshingly,No need for sugar just right I eat daily and very delicious.  It has the flavor of the topics with the vanilla. I can always trust Kashi for no corn syrup or hydrogenated so far
5,Wylde Pretzels -- Surprisingly good!,"My 1 and 3 yr old boys brought these home from day care.  My husband and I tried them and ate them all up!  I'm not really a pretzel fan but these don't taste so ""yeasty"" and actually have a slight sweet flavor.  The 1oz bag is a perfect size; you get a lot in this one bag!  Really good and am looking to buy these to take to work for a healthy snack."
5,Delicious!,the product arrived undamaged. they are fresh and delicious. the price is good and it is nice having them delivered to my house. i really like the unfrosted pop tarts the best. i think the crust or pastry shell part is really good. they are worth a try. i am happy that i tried them out.
3,Something different,"This tea is something different for the tea lover looking for a non-caffeinated herbal tea. It's ok, but a little like a watered down chocolate drink. It's ok, and I'll finish it, but I don't think I'll buy it again after all my boxes run out, whenever that is."
5,Coffee with  joy,"As wine lovers say, this coffee has ""nose"". I serve this to customers in my salon who adore the aroma and the taste.  Imagine, the taste and smell of a morning chocolate treat without extra calories. What's not to love?"
5,five star coffee at a one star price,"It's no surprise that there are so few reviews on Amazon for this coffee. While it is one of my favorite bold coffees, probably as good as Timothy's dark roasts (generally $19.00 to $23.00 on amazon in a similar pack); this price, in bulk, is fully 20 cents a serving higher than the 12 pack in my local grocery store. Don't buy it here!"
5,My kids love these raisins and all!,"These cookies are a great quick snack for the kids. They did not even complain about the raisins, I think they gobble them up before they even notice!"
2,Spicy smoked paprika,This product wasn't what I expected it wasn't spicy at all and didn't have a smokey flavor either it had a super light regular store paprika flavor.
4,Cardio Endurance Recovery,"I used to use <a href=""http://www.amazon.com/gp/product/B000JWBZUS"">BSN NO-XPLODE-Nitric Oxide Creatine, 2.25 lbs Fruit Punch (50 Servings)</a>, but after a few months it seemed harsh and left me feeling jittery, even at half strength. I've used other Labrada products and liked them so decided to try this, and after nearly a year I'm still liking it. I usually use it at half strength. I won't make any ridiculous unfounded claims, but for myself I feel it's great before and during intense cardio and helps my endurance. I've taken it on mountaineering expeditions for the ascent, and found it works great for that as well. YMMV."
5,The BEST espresso I've had from a simple machine,"I've always equated cost and complexity with espresso - the more complicated and overpriced the machine, the better the taste. No longer. While the individual capsules aren't cheap (about .70 cents each), the machine is well priced at $400. We go through at least 3 cans a month. Each and every cup is perfect!!! The crema is rich and long lasting. No bitterness. Smooth, rich, and delicious..."
1,These are being taken off the market,"My little Lhasa loved these, but she threw up big balls of starch.  Apparently, this is such a common problem, Zuke's is soon taking this line off the market and releasing a new replacement product in the next few months.  Small dogs don't have the digestive track needed to process these.  They will be switching from the existing potato formula to a more digestible Tapioca line.<br /><br />I need to hand it to Zuke's though. I told them about the product, and they rushed to send me samples and refund my money."
